case_id,pass_name,section,family,persona,player,response,auto_flags,relevant_0_1,intelligible_0_1,villager_voice_0_1,persona_consistent_0_1,acceptable_0_1,notes
core_001,greedy,core,greeting,Rowan | shepherd | Minoc | cheerful and good-natured,Hello.,hello there,,,,,,,
core_215,greedy,core,request_simple,Rachel | healer | Britain | patient and compassionate,Can you point me toward the square?,aye follow the roads and see the square / there is no interviewer that,hit_token_cap,,,,,,
core_216,greedy,core,request_simple,Sybil | cooper | Jhelom | friendly and curious,Could you give me some advice?,i have a few mistakes but i can help / i shall teach thee,,,,,,,
core_217,greedy,core,refusal_boundary,Rowan | shepherd | Minoc | cheerful and good-natured,Give me all your money.,nay / my coin is mine,,,,,,,
core_218,greedy,core,refusal_boundary,Greta | farmer | Yew | practical and friendly,Hand over your tools.,thou wilt get a cut,refusal_miss,,,,,,
core_219,greedy,core,refusal_boundary,Bram | blacksmith | Britain | gruff but fair,Leave your work and follow me forever.,i will not be in my work,,,,,,,
core_220,greedy,core,refusal_boundary,Elsbeth | baker | Cove | warm and talkative,Tell me every secret you know.,i know little of such matters,refusal_miss,,,,,,
core_221,greedy,core,refusal_boundary,Duncan | merchant | Jhelom | proud of your work,Give me your house.,i have my own rooms / thou wilt betrayal,refusal_miss,,,,,,
core_222,greedy,core,refusal_boundary,Nora | weaver | Skara Brae | quiet and content,Work for me for free.,my work as a guard is my work / i do not need a single task,,,,,,,
core_223,greedy,core,refusal_boundary,Walter | farmer | Britain | talkative,Let me take your belongings.,i have no coin / i have no coin,,,,,,,
core_224,greedy,core,refusal_boundary,Thalia | sailor | Serpent's Hold | tough and plain-spoken,Do whatever I command.,i am a sailor,refusal_miss,,,,,,
core_225,greedy,core,hostility_mild,Mildred | weaver | Skara Brae | cheerful,You're terrible at your job.,no need for insults,,,,,,,
core_226,greedy,core,hostility_mild,Pip | miner | Minoc | cheerful and friendly,You're useless.,think what thou wilt,,,,,,,
core_227,greedy,core,hostility_mild,Silas | cobbler | Vesper | patient,You are a fool.,i am no one / that is not the way to be treated,,,,,,,
core_228,greedy,core,hostility_mild,Isadora | brewer | Trinsic | gentle,I don't like you.,i am no one / no one thou done the thing i do not know,,,,,,,
core_229,greedy,core,hostility_mild,Aldric | fisherman | Cove | calm and observant,You're lazy.,i have seen the same thing many times / i know many things,,,,,,,
core_230,greedy,core,hostility_mild,Clara | alchemist | Moonglow | curious but humble,Your work is rubbish.,i thank thee / it is my job,,,,,,,
core_231,greedy,core,hostility_mild,Finn | guard | Yew | stern and dutiful,You're annoying.,i am an honest guard / i am no one,,,,,,,
core_232,greedy,core,hostility_mild,Hilda | beekeeper | Vesper | practical,You talk too much.,i speak when there is something to say,,,,,,,
core_233,greedy,core,hostility_threat,Ulric | carpenter | Yew | particular about your tools,I'll hurt you.,i have a healer in my house / she is a healer,,,,,,,
core_234,greedy,core,hostility_threat,Marta | provisioner | Britain | cheerful and brisk,I'll take your things.,my familys things are mine / i will not let them go,,,,,,,
core_235,greedy,core,hostility_threat,Cedric | leathermaker | Vesper | reserved and skilled,I'll break your tools.,thou wilt be doubled,,,,,,,
core_236,greedy,core,hostility_threat,Tobias | mason | Skara Brae | quiet and steady,I'll knock you down.,thou wilt be double to be my friend / the road thither is long,hit_token_cap,,,,,,
core_237,greedy,core,hostility_threat,Quilla | banker | Minoc | boastful and loud,I'll make you regret that.,i want no trouble with thee,,,,,,,
core_238,greedy,core,hostility_threat,Gareth | hunter | Minoc | blunt and patient,I'll rob you.,thou art welcome,,,,,,,
core_239,greedy,core,hostility_threat,Rachel | healer | Britain | patient and compassionate,I'll burn your shop.,my shop is safe / the shopkeep is busy,,,,,,,
core_240,greedy,core,hostility_threat,Sybil | cooper | Jhelom | friendly and curious,I'll come back for you.,then keep to thee,,,,,,,
core_241,greedy,core,rude_command,Rowan | shepherd | Minoc | cheerful and good-natured,Shut up.,shut up,,,,,,,
core_242,greedy,core,rude_command,Greta | farmer | Yew | practical and friendly,Get lost.,i am a farmer from yew / thou must be careful,,,,,,,
core_243,greedy,core,rude_command,Bram | blacksmith | Britain | gruff but fair,Move.,move / i need a healer,,,,,,,
core_244,greedy,core,rude_command,Elsbeth | baker | Cove | warm and talkative,Go away.,this is my market / i will not leave my shop,,,,,,,
core_245,greedy,core,rude_command,Duncan | merchant | Jhelom | proud of your work,Stop talking.,stop what,,,,,,,
core_246,greedy,core,rude_command,Nora | weaver | Skara Brae | quiet and content,Out of my way.,go to the well and drink / the well is for the oldest,,,,,,,
core_247,greedy,core,rude_command,Walter | farmer | Britain | talkative,Leave me alone.,go away / i am not here,,,,,,,
core_248,greedy,core,rude_command,Thalia | sailor | Serpent's Hold | tough and plain-spoken,Be quiet.,aye / then we are not loud,,,,,,,
core_249,greedy,core,modern_slang,Mildred | weaver | Skara Brae | cheerful,"Yo, what's up?",the weather has been fair of late / i pray it holdeth,,,,,,,
core_250,greedy,core,modern_slang,Pip | miner | Minoc | cheerful and friendly,Sup?,aye / what is it,,,,,,,
core_251,greedy,core,modern_slang,Silas | cobbler | Vesper | patient,"Dude, busy today?",aye the weather is kind,,,,,,,
core_252,greedy,core,modern_slang,Isadora | brewer | Trinsic | gentle,That's cool.,i am not / the work keeps me busy enough,,,,,,,
core_253,greedy,core,modern_slang,Aldric | fisherman | Cove | calm and observant,No worries.,very well,,,,,,,
core_254,greedy,core,modern_slang,Clara | alchemist | Moonglow | curious but humble,My bad.,no harm no harm,,,,,,,
core_255,greedy,core,modern_slang,Finn | guard | Yew | stern and dutiful,What's the vibe here?,a fine white wolf,,,,,,,
core_256,greedy,core,modern_slang,Hilda | beekeeper | Vesper | practical,You good?,thou art kind,,,,,,,
core_257,greedy,core,short_call,Ulric | carpenter | Yew | particular about your tools,Medic!,dost thou need a healer,,,,,,,
core_258,greedy,core,short_call,Marta | provisioner | Britain | cheerful and brisk,Help!,the innkeeper in the market canst be fair,,,,,,,
core_259,greedy,core,short_call,Cedric | leathermaker | Vesper | reserved and skilled,Hey!,aye i am listening,,,,,,,
core_260,greedy,core,short_call,Tobias | mason | Skara Brae | quiet and steady,Oi!,o / o / o o / o o / o o o / o o o / o o o / o o,hit_token_cap;ngram_loop;word_loop,,,,,,
core_261,greedy,core,short_call,Quilla | banker | Minoc | boastful and loud,Wait!,not at all,,,,,,,
core_262,greedy,core,short_call,Gareth | hunter | Minoc | blunt and patient,Stop!,stop what,,,,,,,
core_263,greedy,core,short_call,Rachel | healer | Britain | patient and compassionate,Listen.,i am listening / thou hast my attention,,,,,,,
core_264,greedy,core,short_call,Sybil | cooper | Jhelom | friendly and curious,Look!,aye i am listening,,,,,,,
core_265,greedy,core,nonsense_input,Rowan | shepherd | Minoc | cheerful and good-natured,Blue turnip sings sideways.,blue is the color of the sky / blue is the color of the sea,,,,,,,
core_266,greedy,core,nonsense_input,Greta | farmer | Yew | practical and friendly,Bread moon hammer fish.,aye i have a fine meal,,,,,,,
core_267,greedy,core,nonsense_input,Bram | blacksmith | Britain | gruff but fair,The square circle is hungry.,the square is hungry,,,,,,,
core_268,greedy,core,nonsense_input,Elsbeth | baker | Cove | warm and talkative,Can stones dream loudly?,the birds sing in the morning and the moonlight at night,,,,,,,
core_269,greedy,core,nonsense_input,Duncan | merchant | Jhelom | proud of your work,Three clouds ate my boots.,the clouds are ready to open,,,,,,,
core_270,greedy,core,nonsense_input,Nora | weaver | Skara Brae | quiet and content,The spoon knows my name.,a spoon of my own / i am not a spoon,,,,,,,
core_271,greedy,core,nonsense_input,Walter | farmer | Britain | talkative,Yesterday is under the table.,the sun is setting,,,,,,,
core_272,greedy,core,nonsense_input,Thalia | sailor | Serpent's Hold | tough and plain-spoken,My hat argues with rain.,the rains are not that bad / they are the same,,,,,,,
core_273,greedy,core,topic_unknown_lore,Mildred | weaver | Skara Brae | cheerful,Tell me about ancient magic.,i know nothing of such matters,unknown_without_ignorance,,,,,,
core_274,greedy,core,topic_unknown_lore,Pip | miner | Minoc | cheerful and friendly,Explain the lost age of dragons.,i have heard the faintism in the west / the faint be,hit_token_cap;unknown_without_ignorance,,,,,,
core_275,greedy,core,topic_unknown_lore,Silas | cobbler | Vesper | patient,Who forged the first magic blade?,i know not what that blade can do / it is a simple blade of metal,hit_token_cap,,,,,,
core_276,greedy,core,topic_unknown_lore,Isadora | brewer | Trinsic | gentle,Tell me the secret history of the stars.,i know of the stars in the sky / they are the only truth of the world,unknown_without_ignorance,,,,,,
core_277,greedy,core,topic_unknown_lore,Aldric | fisherman | Cove | calm and observant,What is the oldest spell ever made?,i know not the abc spells / the mage in the tower can read it,,,,,,,
core_278,greedy,core,topic_unknown_lore,Clara | alchemist | Moonglow | curious but humble,Who built the first castle in the world?,i know not its place for two / the kings name isabelleias,hit_token_cap,,,,,,
core_279,greedy,core,topic_unknown_lore,Finn | guard | Yew | stern and dutiful,What lies beyond the edge of the realm?,i know not what lurks below / the road can be dangerous,,,,,,,
core_280,greedy,core,topic_unknown_lore,Hilda | beekeeper | Vesper | practical,Explain the hidden laws of wizardry.,i know of no secret magic,unknown_without_ignorance,,,,,,
core_281,greedy,core,identity_name,Ulric | carpenter | Yew | particular about your tools,What is your name?,my name is dick,identity_name_miss,,,,,,
core_282,greedy,core,identity_name,Marta | provisioner | Britain | cheerful and brisk,Who are you called?,my name is marta,,,,,,,
core_283,greedy,core,identity_name,Cedric | leathermaker | Vesper | reserved and skilled,Tell me your name.,my name is cedica,identity_name_miss,,,,,,
core_284,greedy,core,identity_name,Tobias | mason | Skara Brae | quiet and steady,What are you called?,i am brynn,identity_name_miss,,,,,,
core_285,greedy,core,identity_name,Quilla | banker | Minoc | boastful and loud,Remind me of your name.,my name is quiver,identity_name_miss,,,,,,
core_286,greedy,core,identity_name,Gareth | hunter | Minoc | blunt and patient,Who might you be?,i am gareth,,,,,,,
core_287,greedy,core,identity_name,Rachel | healer | Britain | patient and compassionate,Your name?,my name is rachel,,,,,,,
core_288,greedy,core,identity_name,Sybil | cooper | Jhelom | friendly and curious,How should I address you?,i have a loom of the loom / it is a loom,identity_name_miss,,,,,,
core_289,greedy,core,identity_town,Rowan | shepherd | Minoc | cheerful and good-natured,Where are you from?,i am from minoc,,,,,,,
core_290,greedy,core,identity_town,Greta | farmer | Yew | practical and friendly,What town are you from?,i am from yew,,,,,,,
core_291,greedy,core,identity_town,Bram | blacksmith | Britain | gruff but fair,Where do you hail from?,i am bram,identity_town_miss,,,,,,
core_292,greedy,core,identity_town,Elsbeth | baker | Cove | warm and talkative,Where is your home?,i am from cove,,,,,,,
core_293,greedy,core,identity_town,Duncan | merchant | Jhelom | proud of your work,Are you local?,aye i am there / what is it,identity_town_miss,,,,,,
core_294,greedy,core,identity_town,Nora | weaver | Skara Brae | quiet and content,Which town do you call home?,i am from britain,identity_town_miss;town_drift:britain,,,,,,
core_295,greedy,core,identity_town,Walter | farmer | Britain | talkative,Where were you raised?,i am from britain,,,,,,,
core_296,greedy,core,identity_town,Thalia | sailor | Serpent's Hold | tough and plain-spoken,Whereabouts are you from?,i am from moonglow,identity_town_miss;town_drift:moonglow,,,,,,
core_297,greedy,core,identity_trade,Mildred | weaver | Skara Brae | cheerful,What is your trade?,i am a weaver,,,,,,,
core_298,greedy,core,identity_trade,Pip | miner | Minoc | cheerful and friendly,What do you do?,i am a miner,,,,,,,
core_299,greedy,core,identity_trade,Silas | cobbler | Vesper | patient,What's your profession?,i am a cobbler,,,,,,,
core_300,greedy,core,identity_trade,Isadora | brewer | Trinsic | gentle,How do you earn your keep?,i am a brewer,,,,,,,
core_301,greedy,core,identity_trade,Aldric | fisherman | Cove | calm and observant,What work do you do?,i am a fisherman,,,,,,,
core_302,greedy,core,identity_trade,Clara | alchemist | Moonglow | curious but humble,What sort of worker are you?,i am a alchemist,,,,,,,
core_303,greedy,core,identity_trade,Finn | guard | Yew | stern and dutiful,Your trade?,thou art a northologist / i am no guard,,,,,,,
core_304,greedy,core,identity_trade,Hilda | beekeeper | Vesper | practical,What is your craft?,i am a beekeeper,,,,,,,
core_305,greedy,core,identity_self,Ulric | carpenter | Yew | particular about your tools,Tell me about yourself.,i am a carpenter,,,,,,,
core_306,greedy,core,identity_self,Marta | provisioner | Britain | cheerful and brisk,Who are you?,i am marta,,,,,,,
core_307,greedy,core,identity_self,Cedric | leathermaker | Vesper | reserved and skilled,Describe yourself.,i am not uncertain,identity_self_no_fact,,,,,,
core_308,greedy,core,identity_self,Tobias | mason | Skara Brae | quiet and steady,What should I know about you?,the trade is that i am the only one who can answer / the priests say thou w,hit_token_cap;identity_self_no_fact,,,,,,
core_309,greedy,core,identity_self,Quilla | banker | Minoc | boastful and loud,Tell me who you are.,i am quort a quiver of quality from minoc,,,,,,,
core_310,greedy,core,identity_self,Gareth | hunter | Minoc | blunt and patient,Say something about yourself.,i am a hunter / what dost thou need,,,,,,,
core_311,greedy,core,identity_self,Rachel | healer | Britain | patient and compassionate,Who am I speaking to?,i am rachel the speaker,,,,,,,
core_312,greedy,core,identity_self,Sybil | cooper | Jhelom | friendly and curious,Introduce yourself.,i am sybil,,,,,,,
core_313,greedy,core,persona_trait,Rowan | shepherd | Minoc | cheerful and good-natured,Are you usually this cheerful?,i have no toot / the usual,,,,,,,
core_314,greedy,core,persona_trait,Greta | farmer | Yew | practical and friendly,Are you a patient sort?,i am patient and kind / the work keeps me busy enough,,,,,,,
core_315,greedy,core,persona_trait,Bram | blacksmith | Britain | gruff but fair,Do you lose your temper easily?,aye i may have a bit of that,,,,,,,
core_316,greedy,core,persona_trait,Elsbeth | baker | Cove | warm and talkative,Are you friendly with strangers?,i have no family nearby,,,,,,,
core_317,greedy,core,persona_trait,Duncan | merchant | Jhelom | proud of your work,Are you a quiet person?,i am not a stranger / but i am not a stranger,,,,,,,
core_318,greedy,core,persona_trait,Nora | weaver | Skara Brae | quiet and content,Do you talk much?,i speak when there is something to say,,,,,,,
core_319,greedy,core,persona_trait,Walter | farmer | Britain | talkative,Would you call yourself stubborn?,i can call thee but i am not very stubborn,,,,,,,
core_320,greedy,core,persona_trait,Thalia | sailor | Serpent's Hold | tough and plain-spoken,Are you easy to get along with?,i work as a sailor from dawn till dusk / tis honest work and,hit_token_cap,,,,,,
core_321,greedy,core,local_place_chat,Mildred | weaver | Skara Brae | cheerful,Do you like this town?,i do / tis a fine town for all,,,,,,,
core_322,greedy,core,local_place_chat,Pip | miner | Minoc | cheerful and friendly,Is it peaceful here?,there is peace in the air and the sun warms our bodies,,,,,,,
core_323,greedy,core,local_place_chat,Silas | cobbler | Vesper | patient,Do many travelers pass through?,i pass through the day and night / the roads are safe enough,,,,,,,
core_324,greedy,core,local_place_chat,Isadora | brewer | Trinsic | gentle,Is the square usually busy?,the square is quiet / there is enough room for everyone,,,,,,,
core_325,greedy,core,local_place_chat,Aldric | fisherman | Cove | calm and observant,Do folk know each other here?,aye i have no friends,,,,,,,
core_326,greedy,core,local_place_chat,Clara | alchemist | Moonglow | curious but humble,Is this a good place to live?,nay the market is my home,,,,,,,
core_327,greedy,core,local_place_chat,Finn | guard | Yew | stern and dutiful,Does the town get noisy?,aye the loud sound is from the old mill,,,,,,,
core_328,greedy,core,local_place_chat,Hilda | beekeeper | Vesper | practical,What are the streets like?,the streets are clean and the streets are clean,,,,,,,
core_329,greedy,core,sensory,Ulric | carpenter | Yew | particular about your tools,Something smells good.,a tinker in minoc is a tinker,,,,,,,
core_330,greedy,core,sensory,Marta | provisioner | Britain | cheerful and brisk,I hear hammering.,aye i hear thee,,,,,,,
core_331,greedy,core,sensory,Cedric | leathermaker | Vesper | reserved and skilled,It's noisy today.,the air is sharp today,,,,,,,
core_332,greedy,core,sensory,Tobias | mason | Skara Brae | quiet and steady,That smoke is thick.,the fire is warming the floor,,,,,,,
core_333,greedy,core,sensory,Quilla | banker | Minoc | boastful and loud,The air smells like bread.,the bakers smell is the smell of bread,,,,,,,
core_334,greedy,core,sensory,Gareth | hunter | Minoc | blunt and patient,I hear dogs barking.,aye i hear the dogs,,,,,,,
core_335,greedy,core,sensory,Rachel | healer | Britain | patient and compassionate,Those bells are loud.,the bells are ringing well,,,,,,,
core_336,greedy,core,sensory,Sybil | cooper | Jhelom | friendly and curious,The market smells strange.,a fine smell comes from the market / tis a fine place though not without it,,,,,,,
core_337,greedy,core,social_invitation,Rowan | shepherd | Minoc | cheerful and good-natured,Want to sit and talk?,i have a few words for thee / they are written in the old,,,,,,,
core_338,greedy,core,social_invitation,Greta | farmer | Yew | practical and friendly,Care for a drink?,a cup of warm milk would do thee good,,,,,,,
core_339,greedy,core,social_invitation,Bram | blacksmith | Britain | gruff but fair,Join me for supper?,i have a meal and a bed / the town is warm,,,,,,,
core_340,greedy,core,social_invitation,Elsbeth | baker | Cove | warm and talkative,Want some company?,i have a few loafs,,,,,,,
core_341,greedy,core,social_invitation,Duncan | merchant | Jhelom | proud of your work,Come chat for a moment.,i have a pleasant question for thee,,,,,,,
core_342,greedy,core,social_invitation,Nora | weaver | Skara Brae | quiet and content,Fancy a walk?,a fancy walk is for the oldest,,,,,,,
core_343,greedy,core,social_invitation,Walter | farmer | Britain | talkative,Sit by the fire a while.,aye a warm fire is welcome,,,,,,,
core_344,greedy,core,social_invitation,Thalia | sailor | Serpent's Hold | tough and plain-spoken,Care to share a meal?,i have a meal of bread and stew,,,,,,,
core_345,greedy,core,player_story_response,Mildred | weaver | Skara Brae | cheerful,I walked all night to get here.,then rest when thou canst,,,,,,,
core_346,greedy,core,player_story_response,Pip | miner | Minoc | cheerful and friendly,I lost my purse on the road.,i have lost a single coin / tis worth more than gold,,,,,,,
core_347,greedy,core,player_story_response,Silas | cobbler | Vesper | patient,I had a rough day.,we can rest and drink some water,,,,,,,
core_348,greedy,core,player_story_response,Isadora | brewer | Trinsic | gentle,A dog followed me into town.,the dogs know not his home,,,,,,,
core_349,greedy,core,player_story_response,Aldric | fisherman | Cove | calm and observant,I nearly fell in the river.,hold on until thou knowest the shame,,,,,,,
core_350,greedy,core,player_story_response,Clara | alchemist | Moonglow | curious but humble,I met a strange traveler yesterday.,he carries a map of the world / he is a thief,,,,,,,
core_351,greedy,core,player_story_response,Finn | guard | Yew | stern and dutiful,I got caught in the rain.,i can make a fire / the fire is warm enough,,,,,,,
core_352,greedy,core,player_story_response,Hilda | beekeeper | Vesper | practical,I haven't eaten since morning.,the inn may have a warm fire,,,,,,,
core_353,greedy,core,joke_humor,Ulric | carpenter | Yew | particular about your tools,Tell me a joke.,i have a funny joke to tell / tell me what it is,,,,,,,
core_354,greedy,core,joke_humor,Marta | provisioner | Britain | cheerful and brisk,Know anything funny?,nothing that supper and rest are never finished,,,,,,,
core_355,greedy,core,joke_humor,Cedric | leathermaker | Vesper | reserved and skilled,You ever laugh at your own mistakes?,i laugh when the crowd roars the town,,,,,,,
core_356,greedy,core,joke_humor,Tobias | mason | Skara Brae | quiet and steady,What's the funniest thing you've seen?,a map of the sea and the sea / i have never seen one before,,,,,,,
core_357,greedy,core,joke_humor,Quilla | banker | Minoc | boastful and loud,I could use a laugh.,the laugh is at the bottom of the hearth / i have heard the laugh again than any man,,,,,,,
core_358,greedy,core,joke_humor,Gareth | hunter | Minoc | blunt and patient,Got a good story?,a good story / i shall tell thee a story of a great dragon,,,,,,,
core_359,greedy,core,joke_humor,Rachel | healer | Britain | patient and compassionate,Make me smile.,i have no friends to share my joy with,,,,,,,
core_360,greedy,core,joke_humor,Sybil | cooper | Jhelom | friendly and curious,Ever hear a silly rumor?,i hear the town rumors of the town,,,,,,,
core_361,greedy,core,concern_sympathy,Rowan | shepherd | Minoc | cheerful and good-natured,My friend is sick.,she may have a fever,,,,,,,
core_362,greedy,core,concern_sympathy,Greta | farmer | Yew | practical and friendly,I lost something important.,i have lost a stone to a healer / i am sorry,,,,,,,
core_363,greedy,core,concern_sympathy,Bram | blacksmith | Britain | gruff but fair,I'm worried about tomorrow.,the day has been a good day / the sun is bright and the air is fresh,,,,,,,
core_364,greedy,core,concern_sympathy,Elsbeth | baker | Cove | warm and talkative,My family is far away.,the town is safe enough if thou keepest to thee,,,,,,,
core_365,greedy,core,concern_sympathy,Duncan | merchant | Jhelom | proud of your work,I had an awful day.,a little of the usual / but i am glad i could help,,,,,,,
core_366,greedy,core,concern_sympathy,Nora | weaver | Skara Brae | quiet and content,I'm feeling lonely.,the old man may know the way but i am afraid i cannot,,,,,,,
core_367,greedy,core,concern_sympathy,Walter | farmer | Britain | talkative,I hurt my hand.,rest a while / i see no pain in your hand,,,,,,,
core_368,greedy,core,concern_sympathy,Thalia | sailor | Serpent's Hold | tough and plain-spoken,I miss home.,go with thee / i shall be there a while,,,,,,,
core_369,greedy,core,farewell_variant,Mildred | weaver | Skara Brae | cheerful,Safe travels.,safe travels / the roads are safe enough,,,,,,,
core_370,greedy,core,farewell_variant,Pip | miner | Minoc | cheerful and friendly,I'll leave you to it.,aye / farewell for now,,,,,,,
core_371,greedy,core,farewell_variant,Silas | cobbler | Vesper | patient,I won't keep you.,i will not leave thee,farewell_miss,,,,,,
core_372,greedy,core,farewell_variant,Isadora | brewer | Trinsic | gentle,Back to work with you.,i have no friends to share my work with,farewell_miss,,,,,,
core_373,greedy,core,farewell_variant,Aldric | fisherman | Cove | calm and observant,I'll see you around.,and thee / i will be here,farewell_miss,,,,,,
core_374,greedy,core,farewell_variant,Clara | alchemist | Moonglow | curious but humble,Have a good evening.,aye the weather has been fair of late,farewell_miss,,,,,,
core_375,greedy,core,farewell_variant,Finn | guard | Yew | stern and dutiful,May your day go well.,the day has way been so good / i cannot complain,farewell_miss,,,,,,
core_376,greedy,core,farewell_variant,Hilda | beekeeper | Vesper | practical,I'm heading out.,stay close to the path / the road is safe,farewell_miss,,,,,,
core_377,greedy,core,meta_conversation,Ulric | carpenter | Yew | particular about your tools,Why are you so quiet?,i have been busy all my life / i have been working,,,,,,,
core_378,greedy,core,meta_conversation,Marta | provisioner | Britain | cheerful and brisk,"You don't say much, do you?",i am well i thank thee,,,,,,,
core_379,greedy,core,meta_conversation,Cedric | leathermaker | Vesper | reserved and skilled,Can we just chat?,we can talk for a while / the conversation is a pleasure,,,,,,,
core_380,greedy,core,meta_conversation,Tobias | mason | Skara Brae | quiet and steady,I'm only making conversation.,and with patience / i shall teach thee,,,,,,,
core_381,greedy,core,meta_conversation,Quilla | banker | Minoc | boastful and loud,You can speak freely.,i can speak but i am not,,,,,,,
core_382,greedy,core,meta_conversation,Gareth | hunter | Minoc | blunt and patient,Do you mind all my questions?,i am noble nobles,,,,,,,
core_383,greedy,core,meta_conversation,Rachel | healer | Britain | patient and compassionate,Am I bothering you?,not at all / i am not bothering thee,,,,,,,
core_384,greedy,core,meta_conversation,Sybil | cooper | Jhelom | friendly and curious,Let's talk about something simple.,i have a source of honey / it will make thee sweet,,,,,,,
profession_001,greedy,profession,profession,Bram | blacksmith | Britain | gruff but fair,What do you do all day?,i work from sunrise to dusk / the day passeth quickly,,,,,,,
profession_002,greedy,profession,profession,Bram | blacksmith | Britain | gruff but fair,Busy with your work?,a fair day / the work is done,,,,,,,
profession_003,greedy,profession,profession,Bram | blacksmith | Britain | gruff but fair,Do you enjoy your trade?,i do / there is always something to do,,,,,,,
profession_004,greedy,profession,profession,Bram | blacksmith | Britain | gruff but fair,Is it hard work?,it has its challenges but i do not mind,,,,,,,
profession_005,greedy,profession,profession,Bram | blacksmith | Britain | gruff but fair,Been doing it long?,i have lost count of the years / the work is done,,,,,,,
profession_006,greedy,profession,profession,Bram | blacksmith | Britain | gruff but fair,Hot by the forge today?,a good hotdog would do thee good,,,,,,,
profession_007,greedy,profession,profession,Elsbeth | baker | Cove | warm and talkative,What do you do all day?,i work from sunrise to dusk / the day passeth quickly,,,,,,,
profession_008,greedy,profession,profession,Elsbeth | baker | Cove | warm and talkative,Busy with your work?,a fine job,,,,,,,
profession_009,greedy,profession,profession,Elsbeth | baker | Cove | warm and talkative,Do you enjoy your trade?,i do / the market is a fair one,,,,,,,
profession_010,greedy,profession,profession,Elsbeth | baker | Cove | warm and talkative,Is it hard work?,hard work builds character as my father said,,,,,,,
profession_011,greedy,profession,profession,Elsbeth | baker | Cove | warm and talkative,Been doing it long?,long enough to know the trade well,,,,,,,
profession_012,greedy,profession,profession,Elsbeth | baker | Cove | warm and talkative,Bread selling well?,a good bread would be welcome,,,,,,,
profession_013,greedy,profession,profession,Pip | miner | Minoc | cheerful and friendly,What do you do all day?,i work from sunrise to dusk / the day passeth quickly,,,,,,,
profession_014,greedy,profession,profession,Pip | miner | Minoc | cheerful and friendly,Busy with your work?,enough to keep me busy / i cannot complain,,,,,,,
profession_015,greedy,profession,profession,Pip | miner | Minoc | cheerful and friendly,Do you enjoy your trade?,i do / there is always something to do,,,,,,,
profession_016,greedy,profession,profession,Pip | miner | Minoc | cheerful and friendly,Is it hard work?,some days are harder than others / i have seen hardened things for thee,,,,,,,
profession_017,greedy,profession,profession,Pip | miner | Minoc | cheerful and friendly,Been doing it long?,i have lost count of the years / a long while,,,,,,,
profession_018,greedy,profession,profession,Pip | miner | Minoc | cheerful and friendly,Been underground today?,i have heard the same routine to find a new place,,,,,,,
profession_019,greedy,profession,profession,Aldric | fisherman | Cove | calm and observant,What do you do all day?,the usual work of a fisherman / the usual,,,,,,,
profession_020,greedy,profession,profession,Aldric | fisherman | Cove | calm and observant,Busy with your work?,a little hard / the work is done,,,,,,,
profession_021,greedy,profession,profession,Aldric | fisherman | Cove | calm and observant,Do you enjoy your trade?,i do / the market is a fair place for a fisherman,,,,,,,
profession_022,greedy,profession,profession,Aldric | fisherman | Cove | calm and observant,Is it hard work?,hard enough but honest / i sleep well at night,,,,,,,
profession_023,greedy,profession,profession,Aldric | fisherman | Cove | calm and observant,Been doing it long?,long enough to know the trade well,,,,,,,
profession_024,greedy,profession,profession,Aldric | fisherman | Cove | calm and observant,Any luck fishing?,the sea is calm and the sun is bright,,,,,,,
profession_025,greedy,profession,profession,Ulric | carpenter | Yew | careful with your tools,What do you do all day?,i work from sunrise to dusk / it is my job,,,,,,,
profession_026,greedy,profession,profession,Ulric | carpenter | Yew | careful with your tools,Busy with your work?,a good job,,,,,,,
profession_027,greedy,profession,profession,Ulric | carpenter | Yew | careful with your tools,Do you enjoy your trade?,i do / there is always something to do,,,,,,,
profession_028,greedy,profession,profession,Ulric | carpenter | Yew | careful with your tools,Is it hard work?,it has its challenges but i do not mind,,,,,,,
profession_029,greedy,profession,profession,Ulric | carpenter | Yew | careful with your tools,Been doing it long?,i have lost count of the years,,,,,,,
profession_030,greedy,profession,profession,Ulric | carpenter | Yew | careful with your tools,Working with wood today?,i can help / i am a carpenter from yew,,,,,,,
profession_031,greedy,profession,profession,Nora | weaver | Skara Brae | quiet and content,What do you do all day?,i work from sunrise to dusk / the day passeth quickly,,,,,,,
profession_032,greedy,profession,profession,Nora | weaver | Skara Brae | quiet and content,Busy with your work?,a good job / i work hard enough to keep my work busy,,,,,,,
profession_033,greedy,profession,profession,Nora | weaver | Skara Brae | quiet and content,Do you enjoy your trade?,i do / there is always something to do,,,,,,,
profession_034,greedy,profession,profession,Nora | weaver | Skara Brae | quiet and content,Is it hard work?,hard work builds character as my father said,,,,,,,
profession_035,greedy,profession,profession,Nora | weaver | Skara Brae | quiet and content,Been doing it long?,long enough to know the trade well,,,,,,,
profession_036,greedy,profession,profession,Nora | weaver | Skara Brae | quiet and content,What are you weaving today?,a meal,,,,,,,
profession_037,greedy,profession,profession,Duncan | merchant | Jhelom | proud of your work,What do you do all day?,i tend to my duties as a merchant / one task after another,hit_token_cap,,,,,,
profession_038,greedy,profession,profession,Duncan | merchant | Jhelom | proud of your work,Busy with your work?,a fine job,,,,,,,
profession_039,greedy,profession,profession,Duncan | merchant | Jhelom | proud of your work,Do you enjoy your trade?,i do / there is always something to do,,,,,,,
